movie_id,title,overview,release_date,runtime,budget,revenue,vote_average,vote_count,adult,original_language,tagline,release_year
4347,Atonement,"As a 13-year-old, fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",2007-08-29,123,30000000,129266061,7.4,1075,0,en,Torn apart by betrayal. Separated by war. Bound by love.,2007
2009,"4 Months, 3 Weeks and 2 Days","Gabita is pregnant, abortion is strictly forbidden in Romania during the communist regime. Despite this it is common practice and Gabita wants an abortion. The movie follows her and her friend Otilia during the day she has made the appointment with Mr. Bebe to have the abortion.",2007-08-24,113,852510,1185783,7.4,158,0,ro,At what moment do we begin to live?,2007
12901,No End in Sight,"Chronological look at the fiasco in Iraq, especially decisions made in the spring of 2003 - and the backgrounds of those making decisions - immediately following the overthrow of Saddam: no occupation plan, an inadequate team to run the country, insufficient troops to keep order, and three edicts from the White House announced by Bremmer when he took over.",2007-07-27,102,2000000,1431623,7.3,23,0,en,The American Occupation of Iraq. The Inside Story From the Ultimate Insiders.,2007
4413,The Brave One,A woman struggles to recover from a brutal attack by setting out on a mission for revenge.,2007-09-14,122,70000000,69766619,6.4,258,0,en,How many wrongs to make it right?,2007
6973,In the Valley of Elah,A career officer and his wife work with a police detective to uncover the truth behind their son's disappearance following his return from a tour of duty in Iraq.,2007-08-31,124,23000000,29541790,6.6,265,0,en,Sometimes finding the truth is easier than facing it.,2007
7913,Rang De Basanti,"A young idealistic English filmmaker, Sue, arrives in India to make a film on Indian revolutionaries Bhagat Singh, Chandrashekhar Azad and their contemporaries and their fight for freedom from the British Raj. Owing to a lack of funds, she recruits students from Delhi University to act in her docu-drama. She finds DJ, who passed out five years back but still wants to be a part of the University because he doesn't think there's too much out there in the real world to look forward to. Karan, the son of Industrialist Rajnath Singhania, who shares an uncomfortable relationship with his father, but continues to live off him, albeit very grudgingly. Aslam, is a middle class Muslim boy, who lives in the by-lanes near Jama Masjid, poet, philosopher and guide to his friends. Sukhi, the group's baby, innocent, vulnerable and with a weakness for only one thing - girls. Laxman Pandey...",2006-01-26,157,2200000,11502151,7.2,98,0,hi,A Generation Awakens,2006
15019,I Could Never Be Your Woman,This movie follows a mother who falls for a younger man while her daughter falls in love for the first time. Mother Nature messes with their fates.,2007-05-11,97,24000000,9576495,5.7,94,0,en,Find Yourself. In Love.,2007
4629,December Boys,"For many years, four teenage orphans at an Australian outback convent have watched their younger comrades find new parents, and realize that they may never be adopted. The Reverend Mother sends the four boys away on a seaside vacation, where they meet Teresa and Fearless, a couple who would make perfect parents. The youths compete with one another to be the one Teresa and Fearless decide to adopt.",2007-09-20,105,4000000,46474,6.2,79,0,en,After that summer nothing would be the same.,2007
2252,Eastern Promises,A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,2007-09-14,100,51500000,55112356,7.2,867,0,en,Every sin leaves a mark.,2007
13072,Brooklyn Rules,"Brooklyn, 1985. With the mob world as a backdrop, three life-long friends struggle with questions of love, loss and loyalty.",2007-04-30,99,8000000,458232,5.8,19,0,en,Not made to be broken,2007
10425,The Death and Life of Bobby Z,"A DEA agent provides former Marine Tim Kearney with a way out of his prison sentence: impersonate Bobby Z, a recently deceased drug dealer, in a hostage switch with a crime lord. When the negotiations go awry, Kearney flees, with Z's son in tow.",2007-07-23,97,22000000,413454,5.8,104,0,en,"To live a life of his own, he has to die first.",2007
7737,Resident Evil: Extinction,"Years after the Racoon City catastrophe, survivors travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against hordes of zombies and the evil Umbrella Corp.",2007-09-20,94,45000000,148412065,6.1,1308,0,en,The Extinction Is Coming...,2007
10030,Good Luck Chuck,"Cursed since childhood, dentist Charlie Kagan cannot find the right woman. Even worse, he learns that each of his ex-girlfriends finds true love with the man she meets after her relationship with him ends. Hearing of Charlie's reputation as a good-luck charm, women from all over line up for a quick tryst. But when Charlie meets the woman of his dreams, he must find a way to break the curse or risk losing her to the next man she meets.",2007-09-21,101,25000000,59192128,5.6,454,0,en,He has to break his curse before she breaks his heart.,2007
5915,Into the Wild,"The true story of top student and athlete, Christopher McCandless, who after graduating from Emory University in 1992, abandoned his possessions, gave his entire $24,000 savings account to charity and hitchhiked to Alaska to live in the wilderness.",2007-09-11,148,15000000,56255142,7.8,3139,0,en,Into the heart. Into the soul.,2007
13680,The Game Plan,"Bachelor football star Joe Kingman seems to have it all. He is wealthy and carefree, and his team is on the way to capturing a championship. Suddenly, he is tackled by some unexpected news: He has a young daughter, the result of a last fling with his ex-wife. Joe must learn to balance his personal and professional lives with the needs of his child.",2007-09-28,110,22000000,147880543,6.0,434,0,en,"Half his size, twice the trouble ... and she's moving in.",2007
9038,The Heartbreak Kid,"Eddie, the 40-year-old confirmed bachelor finally says ""I do"" to the beautiful and sexy Lila. But during their honeymoon in Mexico, the woman of his dreams turns out to be a total nightmare, and the guy who could never pull the trigger realizes heâ€™s jumped the gun.",2007-10-05,116,60000000,127766650,5.7,414,0,en,He waited all his life to get married. Too bad he didn't wait another week.,2007
7211,Dan in Real Life,"Advice columnist, Dan Burns is an expert on relationships, but somehow struggles to succeed as a brother, a son and a single parent to three precocious daughters. Things get even more complicated when Dan finds out that the woman he falls in love with is actually his brother's new girlfriend.",2007-10-26,98,25000000,68377859,6.5,363,0,en,Something's happening to Dan. It's confusing. It's awkward. It's family.,2007
2001,We Own the Night,A New York nightclub manager tries to save his brother and father from Russian mafia hitmen.,2007-05-25,117,21000000,54926886,6.5,327,0,en,Two brothers on opposite sides of the law. Beyond their differences lies loyalty.,2007
4517,Elizabeth: The Golden Age,"When Queen Elizabeth's reign is threatened by ruthless familial betrayal and Spain's invading army, she and her shrewd adviser must act to safeguard to the lives of her people.",2007-09-09,114,55000000,74237563,6.6,310,0,en,Woman. Warrior. Queen.,2007
4566,Michael Clayton,A law firm brings in its 'fixer' to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multi-billion dollar class action suit.,2007-09-28,119,25000000,92991835,6.6,508,0,en,The truth can be adjusted,2007
6615,Lars and the Real Girl,"Sometimes you find love where you'd least expect it. Just ask Lars, a sweet but quirky guy who thinks he's found the girl of his dreams in a life-sized doll named Bianca. Lars is completely content with his artificial girlfriend, but when he develops feelings for Margo, an attractive co-worker, Lars finds himself lost in a unique love triangle, hoping to somehow discover the real meaning of true love.",2007-10-12,106,12000000,11293663,7.1,517,0,en,The search for true love begins outside the box.,2007
4513,30 Days of Night,"This is the story of an isolated Alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. As the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. Only the small town's husband-and-wife Sheriff team stand between the survivors and certain destruction.",2007-10-17,113,30000000,75505973,6.2,784,0,en,They're Coming!,2007
5125,Rendition,"When an Egyptian terrorism suspect ""disappears"" on a flight from Africa to Washington DC, his American wife and a CIA analyst find themselves caught up in a struggle to secure his release from a secret detention facility somewhere outside the US.",2007-09-07,120,27500000,24748670,6.2,207,0,en,What if someone you love...just disappeared?,2007
3877,Things We Lost in the Fire,"A recent widow invites her husband's troubled best friend to live with her and her two children. As he gradually turns his life around, he helps the family cope and confront their loss.",2007-09-26,113,16000000,2849142,6.7,90,0,en,Hope comes with letting go.,2007
4771,Gone Baby Gone,"When 4 year old Amanda McCready disappears from her home and the police make little headway in solving the case, the girl's aunt, Beatrice McCready hires two private detectives, Patrick Kenzie and Angie Gennaro. The detectives freely admit that they have little experience with this type of case, but the family wants them for two reasons - they're not cops and they know the tough neighborhood in which they all live. As the case progresses, Kenzie and Gennaro face drug dealers, gangs and pedophiles. When they are about to solve the case, they are faced with a moral dilemma that tears them apart.",2007-10-19,113,19000000,34619699,7.2,1034,0,en,Everyone wants the truth... until they find it.,2007
4512,The Assassination of Jesse James by the Coward Robert Ford,"Outlaw Jesse James is rumored be the 'fastest gun in the West'. An eager recruit into James' notorious gang, Robert Ford eventually grows jealous of the famed outlaw and, when Robert and his brother sense an opportunity to kill James, their murderous action elevates their target to near mythical status.",2007-09-02,160,30000000,14711793,7.0,792,0,en,Beyond the myth lies America's greatest betrayal,2007
13197,10th & Wolf,"A former street tough returns to his Philadelphia home after a stint in the military. Back on his home turf, he once again finds himself tangling with the mob boss who was instrumental in his going off to be a soldier.",2006-02-19,107,8000000,143451,6.3,26,0,en,"The Intersection Where Family, Honor and Betrayal Collide.",2006
17202,Why Did I Get Married?,"The film is about the difficulty of maintaining a solid relationship in modern times. Eight married college friends plus one other non-friend (all of whom have achieved middle to upper class economic status) go to Colorado for their annual week-long reunion, but the mood shifts when one couple's infidelity comes to light. Secrets are revealed and each couple begins to question their own marriage",2007-10-12,113,15000000,55184721,6.1,33,0,en,Because we complete each other's sentences.,2007
663,Saw IV,"Jigsaw and his apprentice Amanda are dead. Now, upon the news of Detective Kerry's murder, two seasoned FBI profilers, Agent Strahm and Agent Perez, arrive in the terrified community to assist the veteran Detective Hoffman in sifting through Jigsaw's latest grisly remains and piecing together the puzzle. However, when SWAT Commander Rigg is abducted and thrust into a game, the last officer untouched by Jigsaw has but ninety minutes to overcome a series of demented traps and save an old friend...or face the deadly consequences.",2007-10-25,93,10000000,139352633,5.9,938,0,en,You think it is over...but the games have just begun,2007
4982,American Gangster,"Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Based on a true story.",2007-11-02,157,100000000,266465037,7.4,1527,0,en,There are two sides to the American dream,2007
5559,Bee Movie,"Barry B. Benson, a bee who has just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue us.",2007-10-28,91,150000000,287594577,5.7,1208,0,en,Born to bee wild.,2007
7972,Before the Devil Knows You're Dead,"When two brothers organize the robbery of their parents' jewelry store, the job goes horribly wrong, triggering a series of events that send them and their family hurtling towards a shattering climax.",2007-09-26,117,18000000,25005257,6.9,359,0,en,No one was supposed to get hurt.,2007
2013,The Diving Bell and the Butterfly,"Elle France editor Jean-Dominique Bauby, who, in 1995 at the age of 43, suffered a stroke that paralyzed his entire body, except his left eye. Using that eye to blink out his memoir, Bauby eloquently described the aspects of his interior world, from the psychological torment of being trapped inside his body to his imagined stories from lands he'd only visited in his mind.",2007-05-22,112,14000000,19777647,7.5,290,0,fr,Let your imagination set you free,2007
6977,No Country for Old Men,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",2007-11-08,122,25000000,171600000,7.7,3083,0,en,There are no clean getaways.,2007
10520,Itty Bitty Titty Committee,"Anna is coming out. But not as gay as a revolutionary. Itty Bitty Titty Committee is a rockin love song to the heady rush of sex, freedom and rebellion that happens when an everyday girl discovers her own strength and the righteous indignation needed to take action and change the world. Our heroine is a shy, just-out-of-high-school lesbian, still living with her parents and working at a plastic su",2007-02-09,87,1000000,18479,6.0,12,0,en,Every generation needs a new revolution,2007
5123,August Rush,"A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents.",2007-11-21,114,25000000,66122026,7.2,821,0,en,An incredible journey moving at the speed of sound,2007
4515,Lions for Lambs,"Three stories told simultaneous in ninety minutes of real time: a Republican Senator who's a presidential hopeful gives an hour-long interview to a skeptical television reporter, detailing a strategy for victory in Afghanistan; two special forces ambushed on an Afghani ridge await rescue as Taliban forces close in; a poli-sci professor at a California college invites a student to re-engage.",2007-10-22,92,35000000,63215872,6.0,223,0,en,"If you don't STAND for something, you might FALL for anything.",2007
5375,Fred Claus,"Fred Claus and Santa Claus have been estranged brothers for many years. Now Fred must reconcile his differences with his brother whom he believes overshadows him. When an efficiency expert assesses the workings at the North Pole and threatens to shut Santa down, Fred must help his brother to save Christmas.",2007-11-03,116,100000000,97838349,5.5,211,0,en,Everybody has that one relative who can't help but cause problems over the holidays. Even Santa.,2007
2310,Beowulf,"6th-century Scandinavian warrior, Beowulf embarks on a mission to slay the manlike ogre Grendel, a descendant of Cain.",2007-11-05,115,70000000,195735876,5.5,855,0,en,Evil breeds pain.,2007
6639,Love in the Time of Cholera,"In Colombia just after the Great War, an old man falls from a ladder; dying, he professes great love for his wife. After the funeral, a man calls on the widow - she dismisses him angrily. Flash back more than 50 years to the day Florentino Ariza, a telegraph boy, falls in love with Fermina Daza, the daughter of a mule trader.",2007-10-04,139,45000000,4607608,6.5,84,0,en,How long would you wait for love?,2007
4723,Southland Tales,"Set in the futuristic landscape of Los Angeles on July 4, 2008, as it stands on the brink of social, economic and environmental disaster. Boxer Santaros is an action star who's stricken with amnesia. His life intertwines with Krysta Now, an adult film star developing her own reality television project, and Ronald Taverner, a Hermosa Beach police officer who holds the key to a vast conspiracy.",2006-05-15,144,17000000,374743,5.2,154,0,en,Have a nice apocalypse.,2006
5876,The Mist,"After a violent storm, a dense cloud of mist envelops a small Maine town, trapping artist David Drayton and his five-year-old son in a local grocery store with other people. They soon discover that the mist conceals deadly horrors that threaten their lives, and worse, their sanity.",2007-11-21,126,18000000,57096190,6.7,1438,0,en,"Belief divides them, mystery surrounds them, but fear changes everything.",2007
4523,Enchanted,"The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a ""happily ever after"" basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?",2007-11-20,107,85000000,340487652,6.6,1512,0,en,This fairytale princess is about to meet a real Prince Charming,2007
1620,Hitman,"The best-selling videogame, Hitman, roars to life with both barrels blazing in this hardcore action-thriller starring Timothy Olyphant. A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue.",2007-11-21,89,24000000,99965753,5.9,982,0,en,Assassin 47,2007
8079,Om Shanti Om,"In this modern remake of Karz, Om - an aspiring actor from the 1970s - is murdered, but is immediately reincarnated into the present day. He attempts to discover the mystery of his demise and find Shanti, the love of his previous life.",2007-11-07,170,9100000,37707444,7.2,85,0,hi,"For some dreams, one lifetime is not enough",2007
13483,Awake,"While undergoing heart surgery, a man experiences a phenomenon called â€˜anesthetic awarenessâ€™, which leaves him awake but paralyzed throughout the operation. As various obstacles present themselves, his wife must make life-altering decisions while wrestling with her own personal drama.",2007-11-28,84,86000000,14373825,6.3,403,0,en,"Every year, one in 700 people wake up during surgery.",2007
2268,The Golden Compass,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",2007-12-04,113,180000000,372234864,5.8,1347,0,en,There are worlds beyond our own - the compass will show the way.,2007
6479,I Am Legend,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",2007-12-14,101,150000000,585349010,6.9,4977,0,en,The last man on Earth is not alone,2007
6477,Alvin and the Chipmunks,"A struggling songwriter named Dave Seville finds success when he comes across a trio of singing chipmunks: mischievous leader Alvin, brainy Simon, and chubby, impressionable Theodore.",2007-12-13,92,60000000,361366633,5.5,1212,0,en,Get your squeak on!,2007
3902,I'm Not There.,"Six actors portray six personas of music legend Bob Dylan in scenes depicting various stages of his life, chronicling his rise from unknown folksinger to international icon and revealing how Dylan constantly reinvented himself.",2007-10-01,135,20000000,4001121,6.6,202,0,en,All I Can Do Is Be Me Whoever That Is,2007
7326,Juno,"A young girl named Juno gets herself pregnant and tries to stand on her own, but soon learns a few lessons about being grown up.",2007-12-05,96,7500000,231411584,7.0,2313,0,en,A comedy about growing up... and the bumps along the way.,2007
1989,My Blueberry Nights,"Elizabeth has just been through a particularly nasty breakup, and now she's ready to leave her friends and memories behind as she chases her dreams across the country. In order to support herself on her journey, Elizabeth picks up a series of waitress jobs along the way. As Elizabeth crosses paths with a series of lost souls whose yearnings are even greater than her own, their emotional turmoil ultimately helps her gain a greater understanding of her own problems...",2007-05-16,111,10000000,21786738,6.1,197,0,en,How do you say goodbye to someone you can't imagine living without?,2007
46902,The Treatment,"Jake Singer is at loose ends in NYC, and neck deep in psychoanalysis with the outrageous Dr. Morales when he meets the enigmatic and beautiful widow Allegra Marshall.",2006-04-08,86,900000,82701,6.0,4,0,en,"A comedy about life, love... and escaping your shrink.",2006
7350,The Bucket List,"Corporate billionaire Edward Cole and working class mechanic Carter Chambers are worlds apart. At a crossroads in their lives, they share a hospital room and discover they have two things in common: a desire to spend the time they have left doing everything they ever wanted to do and an unrealized need to come to terms with who they are. Together they embark on the road trip of a lifetime, becoming friends along the way and learning to live life to the fullest, with insight and humor.",2007-12-25,97,45000000,175372502,7.0,1138,0,en,Find the joy.,2007
7979,The Kite Runner,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble.",2007-10-14,128,20000000,73276047,7.3,405,0,en,There is a way to be good again.,2007
13885,Sweeney Todd: The Demon Barber of Fleet Street,"The infamous story of Benjamin Barker, a.k.a Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.",2007-12-20,116,50000000,152000000,7.0,1745,0,en,Never Forget. Never Forgive.,2007
6637,National Treasure: Book of Secrets,"Benjamin Franklin Gates and Dr. Abigail Chase re-team with Riley Poole and, now armed with a stack of long-lost pages from John Wilkes Booth's diary, Ben must follow a clue left there to prove his ancestor's innocence in the assassination of Abraham Lincoln.",2007-12-13,124,130000000,457363168,6.1,1782,0,en,The Greatest Adventure History Has Ever Revealed,2007
7345,There Will Be Blood,"When ruthless oil prospector, Daniel Plainview learns of oil-rich land in California that can be bought cheaply, he moves his operation there and begins manipulating and exploiting the local landowners into selling him their property. Using his young adopted son to project the image of a caring family man, Plainview gains the cooperation of almost all the locals with lofty promises to build schools and cultivate the land to make their community flourish. Over time, Plainview's gradual accumulation of wealth and power causes his true self to surface, and he begins to slowly alienate himself from everyone in his life.",2007-12-28,158,25000000,77208711,7.9,1581,0,en,There Will Be Greed. There Will Be Vengeance.,2007
6538,Charlie Wilson's War,"The true story of Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets had some unforeseen and long-reaching effects.",2007-12-19,102,75000000,119000410,6.5,342,0,en,Based on a true story. You think we could make all this up?,2007
440,Aliens vs Predator: Requiem,"A sequel to 2004's Alien vs. Predator, the iconic creatures from two of the scariest film franchises in movie history wage their most brutal battle ever - in our own backyard. The small town of Gunnison, Colorado becomes a war zone between two of the deadliest extra-terrestrial life forms - the Alien and the Predator. When a Predator scout ship crash-lands in the hills outside the town, Alien Facehuggers and a hybrid Alien/Predator are released and begin to terrorize the town.",2007-12-25,94,40000000,41797066,4.9,758,0,en,The Last Place On Earth We Want To Be Is In The Middle,2007
6575,Walk Hard: The Dewey Cox Story,Singer Dewey Cox overcomes adversity to become a musical legend.,2007-12-21,96,35000000,18317151,6.6,214,0,en,Life made him tough. Love made him strong. Music made him hard.,2007
14047,The Great Debaters,The true story of a brilliant but politically radical debate team coach who uses the power of words to transform a group of underdog African American college students into an historical powerhouse that took on the Harvard elite.,2007-12-27,126,15000000,30226144,6.9,153,0,en,"When the nation was in need, he inspired them to give us hope.",2007
54318,The Water Horse,A lonely boy discovers a mysterious egg that hatches a sea creature of Scottish legend.,2007-12-25,112,40000000,103071443,6.3,293,0,en,How Do You Keep A Secret This Big?,2007
6023,P.S. I Love You,A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.,2007-11-15,126,30000000,156835339,7.0,1011,0,en,"His life ended. Now, a new one will begin.",2007
6557,27 Dresses,Altruistic Jane finds herself facing her worst nightmare as her younger sister announces her engagement to the man Jane secretly adores.,2008-01-10,111,30000000,160259319,6.1,1013,0,en,She's about to find the perfect fit.,2008
7508,Taare Zameen Par,"Ishaan Awasthi is an eight-year-old whose world is filled with wonders that no one else seems to appreciate. Colours, fish, dogs, and kites don't seem important to the adults, who are much more interested in things like homework, marks, and neatness. Ishaan cannot seem to get anything right in class; he is then sent to boarding school, where his life changes forever.",2007-12-21,165,2600000,28430000,7.7,194,0,hi,Every child is special,2007
10253,Dragon Wars: D-War,"Based on the Korean legend, unknown creatures will return and devastate the planet. Reporter Ethan Kendrick is called in to investigate the matter...",2007-02-08,90,70000000,53587404,4.0,104,0,ko,They've made our world their battleground,2007
8329,[REC],A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.,2007-04-10,78,1500000,30448000,7.1,954,0,es,One witness. One camera,2007
7191,Cloverfield,"Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.",2008-01-15,85,25000000,170764026,6.4,2297,0,en,Some Thing Has Found Us,2008
8090,Untraceable,"Special Agent Jennifer Marsh (Diane Lane) works in an elite division of the FBI dedicated to fighting cybercrime. She thinks she has seen it all, until a particularly sadistic criminal arises on the Internet. This tech-savvy killer posts live feeds of his crimes on his website; the more hits the site gets, the faster the victim dies. Marsh and her team must find the elusive killer before time runs out.",2008-01-22,101,35000000,32483410,5.9,241,0,en,A cyber killer has finally found the perfect accomplice: You.,2008
7555,Rambo,"When governments fail to act on behalf of captive missionaries, ex-Green Beret John James Rambo sets aside his peaceful existence along the Salween River in a war-torn region of Thailand to take action.  Although he's still haunted by violent memories of his time as a U.S. soldier during the Vietnam War, Rambo can hardly turn his back on the aid workers who so desperately need his help.",2008-01-24,92,50000000,113244290,6.4,1009,0,en,Heroes never die... They just reload.,2008
7278,Meet the Spartans,"From the creators of Scary Movie and Date Movie comes this tongue-in-cheek parody of the sword-and-sandal epics, dubbed Meet the Spartans. The 20th Century Fox production was written and directed by the filmmaking team of Jason Friedberg and Aaron Seltzer. Sure, Leonidas may have nothing more than a cape and some leather underwear to protect him from the razor-sharp swords of his Persian enemies,",2008-01-24,84,30000000,84646831,3.8,370,0,en,"The Bigger the Hit, The Harder They Fall",2008
9030,The Eye,"Violinist Sydney Wells was accidentally blinded by her sister Helen when she was five years old. She submits to a cornea transplantation, and while recovering from the operation, she realizes that she is seeing dead people.",2008-02-01,98,12000000,56309766,5.5,284,0,en,How can you believe your eyes when they're not yours?,2008
13059,The Signal,"A horror film told in three parts, from three perspectives, in which a mysterious transmission that turns people into killers invades every cell phone, radio, and television.",2007-02-22,103,50000,249905,5.9,85,0,en,This is not a test.,2007
11253,Hellboy II: The Golden Army,"In this continuation to the adventure of the demon superhero, an evil elf breaks an ancient pact between humans and creatures, as he declares war against humanity. He is on a mission to release The Golden Army, a deadly group of fighting machines that can destroy the human race. As Hell on Earth is ready to erupt, Hellboy and his crew set out to defeat the evil prince.",2008-07-11,120,85000000,160388063,6.5,1555,0,en,Saving the world is a hell of a job.,2008
8321,In Bruges,"Ray and Ken, two hit men, are in Bruges, Belgium, waiting for their next mission. While they are there they have time to think and discuss their previous assignment. When the mission is revealed to Ken, it is not what he expected.",2008-02-08,107,15000000,34533783,7.4,1414,0,en,Shoot first. Sightsee later.,2008
19384,Dark Angel,"Jack Caine is a Houston vice cop who's forgotten the rule book. His self-appointed mission is to stop the drugs trade and the number one supplier Victor Manning. Whilst involved in an undercover operation to entrap Victor Manning, his partner gets killed, and a sinister newcomer enters the scene...",1990-01-26,91,7000000,9229401,5.5,75,0,en,"Jack Caine. Houston cop. Human. What he's up against, isn't.",1990
13490,Welcome Home Roscoe Jenkins,"Martin Lawrence leads an all-star cast, including Cedric the Entertainer, Mo'Nique, and Mike Epps, in the hit comedy ""Welcome Home Roscoe Jenkins."" When a celebrated TV show host (Lawrence) returns to his hometown in the South, his family is there to remind him that going home is no vacation! It's one outrageous predicament after another when big-city attitude and small-town values collide in this hysterical comedy critics are praising for its ""over-the-top hilarity!"" (Roger Moore, Orlando Sentinel).",2008-02-08,114,35000000,43650785,5.7,58,0,en,"Roscoe Jenkins aims for the heartstrings and funny bones, a raucous helping of family soul food.",2008
8676,Fool's Gold,"Treasure hunter Ben ""Finn"" Finnegan has sunk his marriage to Tess and his trusty boat in his obsessive quest to find the legendary Queen's Dowry. When he finds a vital clue that may finally pinpoint the treasure's whereabouts, he drags Tess and her boss, billionaire Nigel Honeycutt, along on the hunt. But Finn is not the only one interested in the gold; his former mentor-turned-enemy Moe Fitch will stop at nothing to beat him to it.",2008-02-07,112,70000000,111231041,5.4,454,0,en,This February True Love Takes a Dive.,2008
37003,U2 3D,"A 3-D presentation of U2's global ""Vertigo"" tour. Shot at seven different shows, this production employs the greatest number of 3-D cameras ever used for a single project.",2007-05-19,85,15000000,22730842,6.7,10,0,en,Hear See Experience,2007
8247,Jumper,"David Rice is a man who knows no boundaries, a Jumper, born with the uncanny ability to teleport instantly to anywhere on Earth. When he discovers others like himself, David is thrust into a dangerous and bloodthirsty war while being hunted by a sinister and determined group of zealots who have sworn to destroy all Jumpers. Now, Davidâ€™s extraordinary gift may be his only hope for survival!",2008-02-10,88,85000000,222231186,5.9,1855,0,en,anywhere is possible.,2008
7461,Vantage Point,The attempted assassination of the American President is told and re-told from several different perspectives.,2008-02-01,90,40000000,151161491,6.3,731,0,en,"8 Strangers, 8 points of view.  1 Truth.",2008
8204,The Spiderwick Chronicles,"Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures.",2008-02-14,95,90000000,162839667,6.3,593,0,en,Their World Is Closer Than You Think.,2008
8328,Step Up 2: The Streets,"When rebellious street dancer Andie lands at the elite Maryland School of the Arts, she finds herself fighting to fit in while also trying to hold onto her old life. When she joins forces with the schools hottest dancer, Chase, to form a crew of classmate outcasts to compete in Baltimore s underground dance battle The Streets.",2008-02-14,98,23000000,150816700,6.5,658,0,en,It's not where you're from. It's where you're at.,2008
7942,"Run, Fatboy, Run","Five years after jilting his pregnant fiancÃ©e on their wedding day, out-of-shape Dennis decides to run a marathon to win her back.",2007-09-06,100,10000000,33000000,6.2,241,0,en,Love. Commitment. Responsibility. There's nothing he won't run away from.,2007
13362,Taxi to the Dark Side,"An in-depth look at the torture practices of the United States in Afghanistan, Iraq and Guantanamo Bay, focusing on an innocent taxi driver in Afghanistan who was tortured and killed in 2002",2007-04-30,106,1000000,274661,6.6,53,0,en,"In 2002, a young cap driver picked up a few passengers near his home in Afghanistan... He never returned",2007
7840,"10,000 BC",A prehistoric epic that follows a young mammoth hunter's journey through uncharted territory to secure the future of his tribe.,2008-02-22,109,105000000,266000000,5.1,934,0,en,The legend. The battle. The first hero.,2008
13460,Doomsday,"A lethal virus spreads throughout the British isles,infecting millions and killing hundreds of thousands. To contain the threat, acting authorities brutally quarantine the country as it succumbs to fear and chaos. The quarantine is successful. Three decades later, the Reaper virus violently resurfaces in a major city. An elite group of specialists is urgently dispatched into the still-quarantined country to retrieve a cure by any means necessary. Shut off from the rest of the world, the unit must battle through a landscape that has become a waking nightmare.",2008-03-14,108,30000000,22211426,5.8,374,0,en,Mankind has an expiration date.,2008
